,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_wins,Citizen_games,Mafia_wins,Mafia_games,Sheriff_wins,Sheriff_games,Don_wins,Don_games
1022,Ксарнакс,0.3,5.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
1023,Тиджи,0.3,5.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
1024,Анет,0.0,5.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1025,Котик,0.25,3.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,Loki,0.25,5.0,3.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
1027,Ciri,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1028,Денчик,0.0,8.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0
1029,Конфешен,0.0,6.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
1030,Нико,0.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0
1031,Violet,0.0,5.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1032,Камикадзе,0.0,4.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,Still,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1034,Tatar,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,Ломус,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0
1036,Дрейк,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1037,Explosive,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1038,Памела,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1039,Бармен,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,Бейли,0.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1041,Единорог,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1042,Апельсинка,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1043,Борис Бритва,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0
1044,Толстяк,0.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1045,Зорро,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,Аррто,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1047,Микки,0.25,22.0,15.0,2.0,1.0,0.0,0.0,12.0,8.0,2.0,1.0,4.0,4.0,4.0,2.0
1048,Sarkazm,0.75,64.0,45.0,3.0,0.0,0.0,0.0,37.0,28.0,14.0,9.0,8.0,5.0,5.0,3.0
1049,Zato,0.95,75.0,47.0,4.0,1.0,0.0,0.0,50.0,36.0,17.0,7.0,7.0,4.0,1.0,0.0
1050,Crazy,0.75,69.0,44.0,0.0,1.0,0.0,0.0,48.0,33.0,12.0,7.0,4.0,3.0,5.0,1.0
1051,Пацифист,0.3,24.0,15.0,1.0,0.0,0.0,0.0,19.0,13.0,2.0,2.0,0.0,0.0,3.0,0.0
1052,Госпожа Н.,-0.7,44.0,26.0,0.0,0.0,0.0,0.0,19.0,13.0,15.0,7.0,6.0,3.0,4.0,3.0
1053,BaGiRRRa,-0.4,46.0,26.0,0.0,0.0,0.0,0.0,30.0,19.0,10.0,5.0,1.0,1.0,5.0,1.0
1054,Енот,-0.5,51.0,29.0,0.0,0.0,0.0,0.0,29.0,21.0,10.0,2.0,4.0,2.0,8.0,4.0
1055,Аристократ,0.0,29.0,17.0,2.0,1.0,0.0,0.0,20.0,12.0,6.0,4.0,2.0,1.0,1.0,0.0
1056,Deadpool,-0.8,45.0,23.0,0.0,0.0,0.0,0.0,32.0,20.0,8.0,2.0,3.0,1.0,2.0,0.0
1057,ДаниЭль,-0.25,33.0,20.0,0.0,0.0,0.0,0.0,17.0,12.0,5.0,2.0,6.0,3.0,5.0,3.0
1058,Демон,0.95,59.0,29.0,0.0,1.0,0.0,0.0,37.0,23.0,13.0,3.0,6.0,3.0,3.0,0.0
1059,Garillaz,0.0,23.0,11.0,0.0,0.0,0.0,0.0,17.0,10.0,4.0,0.0,1.0,1.0,1.0,0.0
1060,ALLIZ,0.25,31.0,15.0,0.0,0.0,0.0,0.0,12.0,9.0,11.0,1.0,6.0,3.0,2.0,2.0
1061,Джем,0.0,31.0,17.0,0.0,0.0,0.0,0.0,18.0,11.0,5.0,0.0,5.0,4.0,3.0,2.0
1062,Swat,0.3,19.0,7.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0
1063,Chupa chups,-0.2,22.0,10.0,0.0,0.0,0.0,0.0,14.0,7.0,4.0,1.0,1.0,0.0,3.0,2.0
1064,Вий,0.0,21.0,9.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,0.0,1.0,0.0,5.0,1.0
1065,beta,0.0,14.0,6.0,0.0,1.0,0.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0
1066,Глесс,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1067,Vikki,0.0,94.0,56.0,0.0,12.0,0.0,3.0,54.0,30.0,19.0,11.0,11.0,5.0,10.0,10.0
1068,Ornella Muti,0.0,60.0,32.0,0.0,5.0,1.0,2.0,33.0,17.0,14.0,8.0,6.0,2.0,7.0,5.0
1069,Лайк,0.0,14.0,9.0,0.0,1.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0
1070,Господин Везунчик,0.0,45.0,21.0,0.0,5.0,0.0,2.0,23.0,9.0,12.0,9.0,5.0,1.0,5.0,2.0
1071,Celentano,0.5,94.0,43.0,0.0,8.0,0.0,3.0,54.0,21.0,19.0,10.0,8.0,5.0,13.0,7.0
1072,panda,0.0,35.0,16.0,0.0,4.0,0.0,1.0,19.0,6.0,10.0,5.0,2.0,1.0,4.0,4.0
1073,Nikki Korozza,0.0,41.0,18.0,0.0,3.0,0.0,0.0,31.0,14.0,2.0,2.0,7.0,2.0,1.0,0.0
1074,Tomson,0.5,64.0,28.0,0.0,11.0,0.0,4.0,45.0,16.0,6.0,3.0,6.0,3.0,7.0,6.0
1075,Ralph I,0.0,18.0,9.0,0.0,2.0,0.0,2.0,9.0,3.0,5.0,3.0,2.0,1.0,2.0,2.0
1076,Gift,0.0,73.0,35.0,0.0,7.0,0.0,3.0,45.0,20.0,13.0,8.0,7.0,4.0,8.0,3.0
1077,Nessie,0.0,31.0,14.0,0.0,1.0,0.0,0.0,15.0,7.0,12.0,6.0,1.0,0.0,3.0,1.0
1078,Glunia,0.0,63.0,31.0,0.0,6.0,0.0,3.0,44.0,19.0,10.0,9.0,4.0,1.0,5.0,2.0
1079,SELIK,0.0,19.0,8.0,0.0,1.0,0.0,1.0,11.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0
1080,Nata,0.0,28.0,13.0,0.0,2.0,0.0,0.0,18.0,8.0,4.0,3.0,3.0,1.0,3.0,1.0
1081,Алькапоне,0.0,30.0,6.0,0.0,8.0,0.0,4.0,21.0,5.0,3.0,0.0,3.0,0.0,3.0,1.0
1082,Свил,0.0,35.0,17.0,0.0,1.0,0.0,0.0,21.0,9.0,7.0,4.0,2.0,1.0,5.0,3.0
1083,Lea,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
1084,Ledy Drive,0.0,30.0,15.0,0.0,2.0,0.0,0.0,17.0,8.0,8.0,5.0,3.0,0.0,2.0,2.0
1085,Няшка-доверяшка,0.0,56.0,30.0,0.0,5.0,0.0,2.0,38.0,21.0,10.0,6.0,5.0,2.0,3.0,1.0
1086,Kut,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
1087,Блинчик,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,Крёстный отец,0.0,151.0,83.0,0.0,12.0,0.0,3.0,81.0,40.0,37.0,23.0,17.0,12.0,16.0,8.0
1089,Naff-Naff,0.5,35.0,20.0,0.0,3.0,0.0,2.0,18.0,11.0,8.0,7.0,5.0,2.0,4.0,0.0
1090,Johny,0.0,11.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0
1091,Юла,0.6,31.0,21.0,0.0,0.0,0.0,0.0,16.0,9.0,7.0,6.0,1.0,0.0,7.0,6.0
1092,Дракон,0.2,48.0,29.0,0.0,0.0,0.0,0.0,31.0,19.0,8.0,5.0,4.0,2.0,5.0,3.0
1093,Лампа,0.2,67.0,40.0,0.0,0.0,0.0,0.0,46.0,25.0,8.0,5.0,10.0,8.0,3.0,2.0
1094,Сонька,0.9,63.0,36.0,0.0,0.0,0.0,0.0,30.0,15.0,16.0,11.0,9.0,4.0,8.0,6.0
1095,Зима,0.9,24.0,13.0,0.0,0.0,0.0,0.0,15.0,7.0,1.0,0.0,4.0,2.0,4.0,4.0
1096,OneХАЧman,0.0,34.0,19.0,0.0,0.0,0.0,0.0,22.0,14.0,5.0,1.0,1.0,0.0,6.0,4.0
1097,Крыша,0.6,32.0,17.0,0.0,0.0,0.0,0.0,22.0,10.0,5.0,2.0,3.0,3.0,2.0,2.0
1098,Гордон,0.6,35.0,18.0,0.0,0.0,0.0,0.0,20.0,9.0,9.0,4.0,4.0,3.0,2.0,2.0
1099,XP,1.3,67.0,33.0,0.0,0.0,0.0,0.0,38.0,20.0,12.0,7.0,9.0,4.0,8.0,2.0
1100,Армора,0.4,75.0,35.0,0.0,0.0,0.0,0.0,46.0,20.0,19.0,9.0,4.0,2.0,6.0,4.0
1101,Валёк,0.0,58.0,27.0,0.0,0.0,0.0,0.0,34.0,17.0,15.0,8.0,6.0,1.0,3.0,1.0
1102,Любава,0.0,42.0,19.0,0.0,0.0,0.0,0.0,19.0,10.0,12.0,4.0,7.0,4.0,4.0,1.0
1103,Танчик,0.4,52.0,23.0,0.0,0.0,0.0,0.0,33.0,13.0,6.0,4.0,5.0,3.0,8.0,3.0
1104,Декарт,0.2,28.0,12.0,0.0,0.0,0.0,0.0,16.0,4.0,6.0,4.0,0.0,0.0,6.0,4.0
1105,Испанец!,-0.1,85.0,37.0,0.0,0.0,0.0,0.0,53.0,26.0,19.0,6.0,4.0,0.0,9.0,5.0
1106,Малина,0.0,12.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0
1107,Локи,0.3,13.0,4.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0
1108,Винни-пух,0.0,20.0,4.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,5.0,0.0,1.0,1.0
1109,Сладкая мята,0.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0
1110,Практик,0.0,6.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0
1111,Беся,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1112,Фокси,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1113,Данка,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1114,Баронесса,1.2,33.0,24.0,0.0,1.0,0.0,0.0,17.0,9.0,10.0,10.0,5.0,4.0,1.0,1.0
1115,Фараон,2.1,24.0,15.0,0.0,4.0,0.0,0.0,15.0,8.0,4.0,4.0,3.0,1.0,2.0,2.0
1116,Карамелька,1.0,34.0,19.0,0.0,2.0,0.0,1.0,23.0,12.0,2.0,2.0,3.0,2.0,6.0,3.0
1117,Лола,0.3,23.0,12.0,0.0,1.0,0.0,0.0,15.0,10.0,4.0,2.0,2.0,0.0,2.0,0.0
1118,Пафнутий,0.3,38.0,18.0,0.0,7.0,0.0,0.0,26.0,10.0,5.0,3.0,4.0,3.0,3.0,2.0
1119,Пулемётчица,0.0,25.0,12.0,0.0,1.0,0.0,0.0,16.0,7.0,2.0,2.0,4.0,1.0,3.0,2.0
1120,<DIV>,0.0,16.0,7.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,1.0,1.0,0.0,4.0,2.0
1121,Ёж,0.0,48.0,18.0,0.0,6.0,0.0,0.0,22.0,7.0,17.0,9.0,6.0,2.0,3.0,0.0
1122,Морская,0.3,21.0,8.0,0.0,0.0,0.0,0.0,15.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0
1123,Salvatore,0.3,31.0,10.0,0.0,3.0,0.0,0.0,15.0,5.0,4.0,1.0,6.0,1.0,6.0,3.0
1124,Бригадир,0.2,23.0,5.0,0.0,2.0,0.0,1.0,12.0,3.0,8.0,1.0,0.0,0.0,3.0,1.0
1125,Лудоман,0.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,Г-жа Русалочка,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1127,Конструктор,0.0,13.0,9.0,0.0,3.0,0.0,0.0,10.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0
1128,Абрикос,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1129,Рыжик,0.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1130,Сварог,0.2,14.0,8.0,0.0,1.0,0.0,1.0,8.0,3.0,4.0,3.0,0.0,0.0,2.0,2.0
1131,Lana,0.0,12.0,7.0,0.0,1.0,0.0,0.0,7.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0
1132,Метель,0.3,9.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1133,Мир,0.0,63.0,42.0,0.0,6.0,0.0,3.0,42.0,27.0,15.0,11.0,5.0,3.0,1.0,1.0
1134,Гармата,0.0,22.0,14.0,0.0,1.0,0.0,1.0,16.0,10.0,2.0,1.0,1.0,1.0,3.0,2.0
1135,Духless,0.0,46.0,28.0,0.0,7.0,0.0,2.0,22.0,13.0,15.0,9.0,6.0,4.0,3.0,2.0
1136,Дэнк,0.0,41.0,24.0,0.0,5.0,0.0,3.0,25.0,14.0,9.0,6.0,3.0,2.0,4.0,2.0
1137,Silfida,0.0,32.0,19.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,2.0,4.0,3.0,4.0,4.0
1138,Frozen,0.0,37.0,21.0,0.0,3.0,1.0,1.0,24.0,16.0,5.0,2.0,4.0,1.0,4.0,2.0
1139,Леопольд,0.0,16.0,9.0,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0
1140,Локо,0.0,44.0,24.0,0.0,4.0,0.0,2.0,32.0,18.0,5.0,3.0,3.0,2.0,4.0,1.0
1141,Яна банана,0.0,13.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,1.0,1.0,0.0,6.0,2.0
1142,VIA RE,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1143,Тони,0.0,49.0,24.0,0.0,3.0,0.0,1.0,29.0,13.0,7.0,2.0,8.0,6.0,5.0,3.0
1144,DeMoN,0.0,19.0,7.0,0.0,3.0,0.0,0.0,11.0,5.0,6.0,2.0,2.0,0.0,0.0,0.0
1145,Лис,0.0,23.0,13.0,0.0,1.0,0.0,0.0,15.0,6.0,4.0,3.0,2.0,2.0,2.0,2.0
1146,Неизвестный,0.0,48.0,17.0,0.0,2.0,0.0,1.0,31.0,13.0,9.0,0.0,3.0,1.0,5.0,3.0
1147,Горын,0.0,11.0,2.0,0.0,2.0,0.0,0.0,6.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0
1148,Bounty,2.7099999999999995,130.0,67.0,0.0,13.0,0.0,3.0,71.0,34.0,26.0,16.0,17.0,11.0,16.0,6.0
1149,Reis,5.17,101.0,56.0,1.0,14.0,2.0,5.0,53.0,29.0,18.0,14.0,15.0,5.0,15.0,8.0
1150,Наемник,3.99,167.0,76.0,0.0,13.0,1.0,3.0,98.0,39.0,29.0,14.0,11.0,4.0,29.0,19.0
1151,SM,25.330000000000002,223.0,127.0,14.0,26.0,2.0,10.0,136.0,63.0,33.0,28.0,28.0,17.0,26.0,19.0
1152,Капрал,1.69,88.0,47.0,1.0,5.0,0.0,1.0,54.0,25.0,22.0,14.0,6.0,4.0,6.0,4.0
1153,BRAVO,1.6,80.0,44.0,1.0,3.0,1.0,0.0,53.0,29.0,13.0,10.0,5.0,1.0,9.0,4.0
1154,Shifu,0.2,31.0,14.0,0.0,1.0,0.0,0.0,21.0,8.0,4.0,2.0,2.0,2.0,4.0,2.0
1155,beatus,5.41,151.0,79.0,0.0,13.0,2.0,7.0,87.0,41.0,23.0,14.0,23.0,10.0,18.0,14.0
1156,Timson,0.13,71.0,25.0,0.0,2.0,0.0,1.0,42.0,11.0,16.0,8.0,6.0,1.0,7.0,5.0
1157,Dita Von Teese,3.3200000000000003,176.0,88.0,1.0,19.0,1.0,6.0,105.0,50.0,36.0,23.0,18.0,8.0,17.0,7.0
1158,Bentley,0.11000000000000001,86.0,36.0,1.0,4.0,0.0,1.0,50.0,17.0,18.0,14.0,11.0,2.0,7.0,3.0
1159,Ласточка,2.6199999999999997,72.0,40.0,0.0,5.0,0.0,2.0,40.0,17.0,14.0,9.0,8.0,6.0,10.0,8.0
1160,Глебати,-0.12000000000000001,60.0,20.0,0.0,3.0,0.0,0.0,29.0,6.0,15.0,9.0,7.0,1.0,9.0,4.0
1161,Simba,1.96,56.0,25.0,0.0,8.0,0.0,2.0,36.0,16.0,11.0,6.0,7.0,3.0,2.0,0.0
1162,Afina,-0.45000000000000007,59.0,24.0,0.0,8.0,1.0,1.0,37.0,16.0,14.0,3.0,2.0,1.0,6.0,4.0
1163,Алим,4.03,124.0,61.0,0.0,12.0,0.0,1.0,66.0,32.0,29.0,19.0,13.0,4.0,16.0,6.0
1164,Ацтек,4.02,71.0,36.0,2.0,10.0,0.0,6.0,49.0,29.0,11.0,4.0,6.0,0.0,5.0,3.0
1165,MANUEL,8.229999999999999,96.0,54.0,2.0,9.0,1.0,7.0,55.0,30.0,13.0,8.0,12.0,8.0,16.0,8.0
1166,Атаман,0.33000000000000007,107.0,45.0,2.0,6.0,0.0,1.0,64.0,23.0,26.0,16.0,8.0,4.0,9.0,2.0
1167,Golden boy,1.27,72.0,40.0,0.0,9.0,0.0,3.0,44.0,24.0,13.0,7.0,6.0,3.0,9.0,6.0
1168,Dante,4.21,143.0,63.0,0.0,17.0,1.0,1.0,90.0,37.0,22.0,12.0,19.0,8.0,12.0,6.0
1169,Astana,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
1170,Teeraps,2.24,51.0,24.0,0.0,4.0,0.0,0.0,24.0,14.0,10.0,3.0,4.0,0.0,13.0,7.0
1171,Баке,0.8599999999999999,61.0,29.0,0.0,3.0,0.0,0.0,36.0,15.0,13.0,9.0,7.0,2.0,5.0,3.0
1172,Gospodin,0.0,18.0,8.0,0.0,0.0,0.0,0.0,13.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0
1173,Цитрус,0.0,13.0,6.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
1174,smith,0.38,44.0,18.0,0.0,1.0,0.0,0.0,29.0,11.0,7.0,2.0,4.0,2.0,4.0,3.0
1175,Tairis.,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,РА,3.56,151.0,65.0,0.0,12.0,0.0,5.0,90.0,30.0,36.0,20.0,13.0,5.0,12.0,10.0
1177,Улыбка,-0.16,62.0,28.0,0.0,6.0,0.0,0.0,31.0,15.0,15.0,5.0,7.0,3.0,9.0,5.0
1178,Зубр,2.4899999999999998,72.0,33.0,1.0,8.0,0.0,1.0,41.0,19.0,16.0,5.0,12.0,7.0,3.0,2.0
1179,Цветочек,-0.020000000000000018,30.0,12.0,0.0,3.0,0.0,0.0,17.0,7.0,7.0,2.0,3.0,1.0,3.0,2.0
1180,eduard.,3.1500000000000004,70.0,32.0,0.0,8.0,0.0,3.0,53.0,24.0,7.0,3.0,6.0,2.0,4.0,3.0
1181,Zeus,0.08,6.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0
1182,Hamster,-0.5,12.0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0
1183,Спец,-0.5,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1184,Venera,0.6900000000000001,88.0,36.0,0.0,4.0,0.0,1.0,52.0,18.0,23.0,9.0,8.0,6.0,5.0,3.0
1185,Channel,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1186,Malena,-0.10000000000000003,35.0,13.0,0.0,0.0,0.0,0.0,23.0,7.0,6.0,4.0,3.0,1.0,3.0,1.0
1187,КарлитоS,-0.44999999999999996,62.0,26.0,0.0,6.0,0.0,1.0,42.0,19.0,9.0,4.0,8.0,3.0,3.0,0.0
1188,Джей,0.16,27.0,12.0,0.0,2.0,0.0,0.0,12.0,7.0,6.0,2.0,3.0,2.0,6.0,1.0
1189,DarK,0.81,17.0,10.0,0.0,2.0,0.0,1.0,15.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0
1190,RAY,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0
1191,Cat,0.0,6.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0
1192,Anastasia,0.33,8.0,3.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0
1193,Меру,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1194,Майор Ковальский,1.6,64.0,30.0,0.0,1.0,0.0,0.0,36.0,18.0,16.0,9.0,3.0,1.0,9.0,2.0
1195,Сиеста,0.25,6.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1196,Олимпийский мишка,0.0,9.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0
1197,StarSky,0.7,5.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
1198,Власова,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,BackInBlack,1.3,15.0,8.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,5.0,2.0,0.0,2.0,2.0
1200,Шаман,0.0,9.0,6.0,0.0,2.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0
1201,HardCore,0.5,18.0,7.0,0.0,2.0,0.0,1.0,14.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0
1202,lamparov,0.0,22.0,8.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,4.0,2.0,1.0,3.0,1.0
1203,Sahtir,0.5,21.0,7.0,0.0,3.0,0.0,1.0,16.0,4.0,2.0,2.0,3.0,1.0,0.0,0.0
1204,Bellamy,0.2,17.0,5.0,0.0,2.0,0.0,0.0,10.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0
1205,RedSicilian,0.0,13.0,4.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0
1206,ENERGY,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1207,Ильис,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1208,Saurfang,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,Verbo,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1210,AnMart,0.0,8.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0
1211,Стханский,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1212,Мэк,7.749999999999999,66.0,38.0,0.0,7.0,1.0,5.0,40.0,23.0,7.0,3.0,7.0,3.0,12.0,9.0
1213,Куаныш,2.35,63.0,28.0,0.0,6.0,0.0,2.0,41.0,16.0,11.0,8.0,6.0,3.0,5.0,1.0
1214,MAJOR(SILVER),0.9,44.0,25.0,0.0,5.0,0.0,0.0,23.0,10.0,11.0,9.0,5.0,2.0,5.0,4.0
1215,Хирург,2.5999999999999996,44.0,20.0,0.0,2.0,0.0,0.0,26.0,10.0,11.0,7.0,1.0,0.0,6.0,3.0
1216,Мандаринка,1.7,45.0,23.0,0.0,3.0,2.0,0.0,27.0,11.0,14.0,9.0,2.0,1.0,2.0,2.0
1217,г-н BRO,1.45,55.0,22.0,0.0,4.0,0.0,1.0,28.0,12.0,15.0,8.0,6.0,1.0,6.0,1.0
1218,Шкипер,0.15,40.0,17.0,0.0,8.0,0.0,1.0,26.0,10.0,6.0,4.0,3.0,0.0,5.0,3.0
1219,KIRA,1.9,49.0,26.0,0.0,2.0,0.0,0.0,29.0,14.0,8.0,5.0,5.0,2.0,7.0,5.0
1220,Zhuchikboss,1.0,46.0,19.0,0.0,8.0,0.0,1.0,33.0,12.0,6.0,3.0,2.0,1.0,5.0,3.0
1221,Gera,-0.9,12.0,4.0,0.0,1.0,0.0,0.0,7.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0
1222,Pokerist,2.85,82.0,44.0,0.0,9.0,0.0,2.0,45.0,19.0,20.0,12.0,11.0,9.0,6.0,4.0
