,Name,Bonus,Games,Wins,MVP,First_blood,Last_word_3,Last_word_2,Citizen_wins,Citizen_games,Mafia_wins,Mafia_games,Sheriff_wins,Sheriff_games,Don_wins,Don_games
205,Вальтер,2.3,153.0,73.0,4.0,15.0,0.0,6.0,90.0,42.0,31.0,13.0,18.0,10.0,14.0,8.0
206,Экси,4.2,161.0,88.0,10.0,16.0,1.0,4.0,93.0,45.0,35.0,21.0,20.0,13.0,13.0,9.0
207,Стинг,5.0,198.0,97.0,12.0,12.0,0.0,5.0,120.0,60.0,39.0,20.0,20.0,7.0,19.0,10.0
208,Грачик,5.15,163.0,88.0,16.0,16.0,0.0,5.0,82.0,42.0,37.0,18.0,24.0,15.0,20.0,13.0
209,Гринго,1.0,137.0,68.0,3.0,9.0,0.0,2.0,80.0,38.0,30.0,13.0,12.0,7.0,15.0,10.0
210,Самурай,0.5,40.0,22.0,1.0,2.0,0.0,2.0,23.0,10.0,10.0,7.0,3.0,2.0,4.0,3.0
211,Курлык,3.0,85.0,42.0,6.0,7.0,0.0,2.0,55.0,28.0,13.0,8.0,9.0,2.0,8.0,4.0
212,Дутче,1.15,97.0,47.0,2.0,8.0,0.0,3.0,59.0,29.0,20.0,11.0,9.0,4.0,9.0,3.0
213,Стинго,0.2,63.0,23.0,1.0,3.0,0.0,1.0,34.0,13.0,12.0,5.0,9.0,2.0,8.0,3.0
214,Астарот,2.3,70.0,36.0,5.0,11.0,0.0,5.0,43.0,23.0,10.0,3.0,5.0,2.0,12.0,8.0
215,Lee,1.6500000000000001,154.0,89.0,4.0,9.0,1.0,1.0,86.0,44.0,41.0,29.0,9.0,5.0,18.0,11.0
216,Рокси,2.45,109.0,51.0,5.0,16.0,2.0,9.0,66.0,31.0,22.0,12.0,11.0,4.0,10.0,4.0
217,Чайка,0.0,40.0,19.0,0.0,1.0,0.0,0.0,29.0,13.0,7.0,3.0,0.0,0.0,4.0,3.0
218,Хозяин,0.9500000000000001,134.0,54.0,4.0,11.0,1.0,0.0,86.0,28.0,24.0,9.0,11.0,7.0,13.0,10.0
219,Гектор,0.25,55.0,25.0,0.0,3.0,0.0,2.0,30.0,12.0,16.0,9.0,4.0,1.0,5.0,3.0
220,ВАЛЛИ,0.75,87.0,38.0,2.0,3.0,0.0,1.0,54.0,22.0,12.0,6.0,12.0,4.0,9.0,6.0
221,Советник,0.65,84.0,39.0,2.0,7.0,1.0,1.0,50.0,25.0,22.0,8.0,8.0,4.0,4.0,2.0
222,Добрый Кот,0.0,40.0,14.0,0.0,1.0,0.0,0.0,22.0,7.0,7.0,3.0,6.0,2.0,5.0,2.0
223,Мистика,-0.4,29.0,13.0,0.0,3.0,0.0,0.0,19.0,9.0,4.0,3.0,4.0,1.0,2.0,0.0
224,Авара,-0.5,60.0,24.0,0.0,6.0,0.0,2.0,39.0,13.0,12.0,6.0,5.0,2.0,4.0,3.0
225,Red,0.7,90.0,49.0,4.0,6.0,0.0,1.0,47.0,23.0,18.0,10.0,11.0,7.0,14.0,9.0
226,Fess,0.5,39.0,23.0,2.0,2.0,0.0,0.0,17.0,10.0,14.0,8.0,3.0,2.0,5.0,3.0
227,Лидер,0.9,20.0,9.0,0.0,3.0,0.0,0.0,10.0,3.0,5.0,4.0,4.0,2.0,1.0,0.0
228,Урфин,2.05,101.0,51.0,2.0,12.0,0.0,3.0,63.0,31.0,26.0,15.0,4.0,1.0,8.0,4.0
229,Ксю,0.5,13.0,6.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0
230,Доцент,0.0,17.0,9.0,0.0,1.0,0.0,0.0,9.0,3.0,4.0,3.0,1.0,0.0,3.0,3.0
231,Чешир,0.2,91.0,44.0,0.0,6.0,0.0,1.0,51.0,21.0,21.0,13.0,8.0,4.0,11.0,6.0
232,AKa,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
233,Panda,0.0,8.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
234,Птенчик,0.5,8.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
235,Краснопузик,0.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
236,Sonic,0.2,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
237,Ейский,0.0,6.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
238,Маврикий,0.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
239,Griffindor,0.0,6.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
240,Амур,0.6,25.0,9.0,1.0,2.0,0.0,0.0,14.0,5.0,5.0,3.0,6.0,1.0,0.0,0.0
241,INFINITY,-0.4,6.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
242,Смысл,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
243,Зоря,0.0,6.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
244,Чёрный сурикат,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
245,Э,1.25,42.0,21.0,2.0,6.0,0.0,1.0,23.0,10.0,10.0,5.0,5.0,4.0,4.0,2.0
246,Таргитай,0.0,21.0,9.0,1.0,0.0,0.0,0.0,9.0,5.0,5.0,2.0,4.0,1.0,3.0,1.0
247,Провокатор,-0.04999999999999999,45.0,18.0,2.0,2.0,0.0,0.0,25.0,8.0,12.0,6.0,4.0,1.0,4.0,3.0
248,Лучистая,0.8,69.0,30.0,2.0,6.0,0.0,2.0,46.0,21.0,13.0,5.0,7.0,3.0,3.0,1.0
249,§~ЭНЕРДЖИ~§,0.25,69.0,29.0,1.0,5.0,0.0,2.0,38.0,18.0,15.0,5.0,10.0,4.0,6.0,2.0
250,Аврора,1.0,55.0,28.0,4.0,4.0,0.0,1.0,32.0,15.0,15.0,8.0,4.0,2.0,4.0,3.0
251,Колючий Холмс,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
252,Пончик,0.0,9.0,6.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,1.0,0.0,2.0,2.0
253,Джордан,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
254,Орхидея,0.0,6.0,4.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
255,Белка,0.5,34.0,20.0,1.0,1.0,0.0,0.0,16.0,9.0,10.0,7.0,4.0,3.0,4.0,1.0
256,Ильич,1.1,10.0,9.0,4.0,0.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,0.0,3.0,3.0
257,DEADPOOL,0.2,35.0,17.0,1.0,4.0,0.0,0.0,21.0,9.0,9.0,5.0,1.0,1.0,4.0,2.0
258,Дея,0.3,11.0,8.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0
259,Джесс,0.0,13.0,7.0,0.0,1.0,0.0,0.0,8.0,4.0,1.0,0.0,1.0,1.0,3.0,2.0
260,Горыныч,0.45,10.0,7.0,0.0,1.0,0.0,1.0,5.0,3.0,3.0,2.0,0.0,0.0,2.0,2.0
261,Нил,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
262,Lilit,0.3,15.0,7.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,4.0,2.0,2.0,1.0,0.0
263,Лисичка,0.0,35.0,16.0,0.0,2.0,0.0,0.0,23.0,8.0,5.0,3.0,1.0,1.0,6.0,4.0
264,Марсианин,0.4,23.0,11.0,4.0,3.0,0.0,1.0,14.0,8.0,4.0,1.0,3.0,1.0,2.0,1.0
265,Клайд,0.0,20.0,10.0,4.0,1.0,0.0,0.0,11.0,5.0,6.0,3.0,0.0,0.0,3.0,2.0
266,Корица,0.4,69.0,31.0,3.0,2.0,0.0,0.0,39.0,15.0,15.0,8.0,10.0,4.0,5.0,4.0
267,Кудрявая,0.0,23.0,8.0,6.0,2.0,0.0,1.0,13.0,4.0,3.0,0.0,3.0,1.0,4.0,3.0
268,Куzнец,0.4,14.0,12.0,3.0,1.0,0.0,0.0,7.0,6.0,4.0,4.0,1.0,1.0,2.0,1.0
269,Сказка,0.0,12.0,8.0,2.0,1.0,0.0,0.0,9.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0
270,Малинка,0.0,13.0,6.0,0.0,1.0,0.0,0.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0
271,German,0.0,11.0,5.0,0.0,1.0,0.0,1.0,9.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0
272,Rasta,0.0,19.0,9.0,2.0,2.0,0.0,0.0,13.0,4.0,2.0,2.0,0.0,0.0,4.0,3.0
273,Кольт,0.2,22.0,11.0,4.0,1.0,0.0,0.0,14.0,6.0,6.0,3.0,2.0,2.0,0.0,0.0
274,Гладиолус,0.0,10.0,4.0,1.0,3.0,0.0,0.0,6.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0
275,Chocolate,0.0,11.0,4.0,1.0,1.0,0.0,0.0,7.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0
276,Кальян,0.0,10.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0
277,Рапунцель,0.0,14.0,4.0,1.0,2.0,0.0,1.0,8.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0
278,Тирион,0.0,28.0,10.0,1.0,2.0,0.0,0.0,15.0,5.0,7.0,3.0,3.0,1.0,3.0,1.0
279,Сенька,0.0,12.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0
280,Mr.FOX,0.0,7.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
281,Голд,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
282,Sophie,0.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0
283,Vanilka,0.2,19.0,12.0,1.0,1.0,0.0,0.0,10.0,7.0,4.0,3.0,1.0,0.0,4.0,2.0
284,Tina,0.0,8.0,3.0,3.0,1.0,0.0,1.0,6.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
285,Стихия,0.0,5.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
286,Lolita,0.0,8.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
287,Chokolate,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
288,Тори,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
289,Armani,1.5,42.0,25.0,1.0,5.0,0.0,2.0,19.0,9.0,12.0,8.0,5.0,2.0,6.0,6.0
290,Училка,1.35,41.0,22.0,1.0,3.0,0.0,1.0,20.0,7.0,10.0,10.0,4.0,2.0,7.0,3.0
291,Пехотинец,0.0,35.0,16.0,0.0,0.0,0.0,0.0,23.0,8.0,7.0,4.0,3.0,2.0,2.0,2.0
292,Мирный воин,-0.4,37.0,18.0,2.0,2.0,0.0,0.0,21.0,9.0,7.0,5.0,2.0,0.0,7.0,4.0
293,Igoran,2.05,50.0,22.0,2.0,6.0,0.0,1.0,30.0,10.0,8.0,6.0,7.0,2.0,5.0,4.0
294,Italo,1.75,51.0,22.0,1.0,8.0,1.0,1.0,26.0,10.0,14.0,11.0,6.0,0.0,5.0,1.0
295,Luna,-0.19999999999999998,70.0,35.0,1.0,1.0,1.0,0.0,45.0,18.0,13.0,9.0,7.0,5.0,5.0,3.0
296,Гари,1.0,50.0,19.0,1.0,7.0,0.0,2.0,30.0,6.0,10.0,7.0,8.0,5.0,2.0,1.0
297,Факел,0.25,36.0,13.0,0.0,3.0,0.0,1.0,24.0,7.0,5.0,3.0,4.0,1.0,3.0,2.0
298,Удача,0.4,35.0,11.0,0.0,0.0,0.0,0.0,24.0,5.0,7.0,3.0,2.0,1.0,2.0,2.0
299,Nuub,0.0,7.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
300,Фреско,3.55,62.0,36.0,0.0,8.0,0.0,1.0,37.0,17.0,11.0,10.0,5.0,0.0,9.0,9.0
301,Bourbon,2.2,56.0,33.0,0.0,2.0,0.0,0.0,26.0,11.0,13.0,10.0,7.0,5.0,10.0,7.0
302,Smile,3.9000000000000004,83.0,49.0,0.0,6.0,0.0,2.0,46.0,25.0,17.0,12.0,9.0,4.0,11.0,8.0
303,Аноним,4.050000000000001,83.0,43.0,0.0,6.0,0.0,3.0,52.0,22.0,18.0,15.0,5.0,0.0,8.0,6.0
304,Пух,6.1,115.0,57.0,0.0,9.0,0.0,7.0,61.0,26.0,28.0,20.0,15.0,8.0,11.0,3.0
305,V.Cassel,1.6,59.0,32.0,0.0,5.0,0.0,2.0,36.0,17.0,12.0,10.0,4.0,1.0,7.0,4.0
306,Луна,2.95,98.0,46.0,0.0,11.0,0.0,5.0,61.0,23.0,19.0,13.0,9.0,6.0,9.0,4.0
307,M. Bellucci,4.1000000000000005,74.0,31.0,0.0,4.0,0.0,2.0,50.0,17.0,16.0,9.0,4.0,2.0,4.0,3.0
308,Гагарин,1.4,88.0,39.0,0.0,8.0,0.0,0.0,53.0,22.0,16.0,8.0,7.0,4.0,12.0,5.0
309,Шпиливиликан,3.05,59.0,26.0,0.0,5.0,0.0,1.0,38.0,12.0,10.0,7.0,4.0,2.0,7.0,5.0
310,Блэк Джек,6.25,87.0,42.0,0.0,10.0,0.0,5.0,47.0,19.0,20.0,10.0,10.0,6.0,10.0,7.0
311,Кыцка,3.75,87.0,39.0,0.0,11.0,0.0,5.0,54.0,23.0,14.0,7.0,11.0,3.0,8.0,6.0
312,Донна,2.15,64.0,25.0,0.0,4.0,0.0,1.0,40.0,11.0,14.0,8.0,5.0,2.0,5.0,4.0
313,Sub-Zero,7.65,194.0,93.0,0.0,14.0,3.0,4.0,136.0,64.0,35.0,18.0,13.0,6.0,10.0,5.0
314,Nirvana,-0.09999999999999998,108.0,42.0,0.0,7.0,0.0,2.0,62.0,21.0,24.0,11.0,13.0,6.0,9.0,4.0
315,Azhgibes,1.65,92.0,43.0,0.0,12.0,1.0,7.0,55.0,28.0,18.0,11.0,12.0,2.0,7.0,2.0
316,PanDa,3.15,71.0,28.0,0.0,9.0,1.0,3.0,42.0,11.0,9.0,3.0,14.0,10.0,6.0,4.0
317,Дакота,0.95,25.0,11.0,0.0,1.0,0.0,1.0,18.0,9.0,4.0,2.0,2.0,0.0,1.0,0.0
318,Djiggan4ik,0.7,27.0,14.0,0.0,0.0,0.0,0.0,15.0,8.0,6.0,4.0,3.0,0.0,3.0,2.0
319,Fox,10.4,238.0,131.0,0.0,23.0,2.0,5.0,129.0,76.0,55.0,30.0,25.0,7.0,29.0,18.0
320,Гатшот,0.75,42.0,14.0,0.0,6.0,0.0,3.0,28.0,6.0,5.0,3.0,4.0,2.0,5.0,3.0
321,Ли,0.2,14.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,3.0,1.0,2.0,1.0
322,Andres,-0.09999999999999998,15.0,7.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0
323,Ани Ретак,1.05,33.0,16.0,0.0,1.0,0.0,1.0,18.0,8.0,9.0,6.0,2.0,0.0,4.0,2.0
324,Светка Соколова,0.5,18.0,6.0,0.0,1.0,0.0,0.0,11.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0
325,Винчи,0.65,13.0,5.0,0.0,1.0,0.0,1.0,10.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0
326,ЭР,0.2,13.0,8.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,4.0,0.0,0.0,3.0,2.0
327,Робин,0.0,12.0,7.0,0.0,0.0,0.0,0.0,7.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0
328,Grizzly,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
329,Галилео,1.1,22.0,8.0,0.0,3.0,0.0,0.0,13.0,6.0,1.0,0.0,3.0,1.0,5.0,1.0
330,Donna Felice,0.0,8.0,2.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0
331,Рэд,0.0,5.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
332,Дейнерис Таргариен,0.6000000000000001,28.0,12.0,0.0,1.0,0.0,1.0,19.0,10.0,5.0,1.0,1.0,1.0,3.0,0.0
333,nightsnake,1.1,15.0,7.0,0.0,1.0,1.0,0.0,10.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0
334,Para bellum,0.0,16.0,4.0,0.0,1.0,0.0,0.0,11.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0
335,LSD,0.25,38.0,22.0,0.0,3.0,0.0,1.0,23.0,12.0,7.0,6.0,3.0,2.0,5.0,2.0
336,Винчестер,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
337,Dr.Gonzo,0.8999999999999999,48.0,20.0,0.0,8.0,0.0,0.0,29.0,9.0,10.0,8.0,7.0,2.0,2.0,1.0
338,Мирон,0.7,19.0,9.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,4.0,4.0,0.0,1.0,1.0
339,Наблюдатель,0.9,45.0,25.0,0.0,5.0,0.0,2.0,27.0,13.0,12.0,9.0,3.0,2.0,3.0,1.0
340,Maska,0.0,11.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0
341,Розарио,0.0,6.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
342,lessan,0.0,30.0,14.0,0.0,0.0,0.0,0.0,16.0,7.0,7.0,3.0,4.0,2.0,3.0,2.0
343,mentos22,1.2,11.0,6.0,0.0,1.0,0.0,0.0,7.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0
344,Rocket,0.6,10.0,3.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
345,Гинзбург,1.8,11.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0
346,Snake Eyes,0.4,5.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
347,Zanfyr,0.5,3.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
348,christiano,0.1,5.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0
349,Garruk,0.4,5.0,3.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
350,Nomad,0.6,8.0,4.0,0.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0
351,Ozzmosis,0.8,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
352,Gandalf the black,0.6,5.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Mugen,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
354,Hellfish,0.3,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
355,Kafka,0.0,4.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
356,Pegasus,-0.5,7.0,2.0,0.0,2.0,0.0,1.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
357,Punisher,0.2,7.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0
358,The Machine,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
359,The one,-0.6,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Money,5.27,134.0,75.0,0.0,12.0,0.0,3.0,88.0,46.0,28.0,20.0,13.0,4.0,5.0,5.0
361,BaNka,8.65,146.0,73.0,0.0,18.0,0.0,7.0,84.0,43.0,33.0,16.0,12.0,5.0,17.0,9.0
362,Lindemann,2.3,71.0,38.0,0.0,6.0,0.0,2.0,45.0,21.0,14.0,9.0,6.0,5.0,6.0,3.0
363,zlodey,3.9899999999999998,71.0,40.0,0.0,6.0,0.0,4.0,45.0,27.0,18.0,11.0,6.0,2.0,2.0,0.0
364,Lait,0.09999999999999998,25.0,16.0,0.0,2.0,0.0,0.0,10.0,7.0,9.0,4.0,2.0,2.0,4.0,3.0
365,Мэрлин,1.31,136.0,62.0,0.0,8.0,0.0,3.0,86.0,40.0,20.0,6.0,14.0,5.0,16.0,11.0
366,Дровосек,1.68,107.0,55.0,0.0,5.0,0.0,2.0,74.0,35.0,15.0,9.0,6.0,4.0,12.0,7.0
367,Лока,3.44,111.0,45.0,0.0,9.0,0.0,2.0,62.0,24.0,26.0,12.0,11.0,5.0,12.0,4.0
368,Shantaram,3.98,39.0,28.0,0.0,3.0,0.0,2.0,26.0,18.0,6.0,6.0,3.0,2.0,4.0,2.0
369,MIA,-0.5,22.0,9.0,0.0,2.0,0.0,0.0,14.0,4.0,0.0,0.0,6.0,4.0,2.0,1.0
370,Tarantino,1.0100000000000002,125.0,54.0,0.0,8.0,0.0,2.0,71.0,32.0,30.0,14.0,15.0,5.0,9.0,3.0
371,МиЛеди,4.15,109.0,53.0,0.0,11.0,1.0,7.0,74.0,37.0,16.0,9.0,8.0,3.0,11.0,4.0
372,Кортес,8.170000000000002,122.0,61.0,0.0,9.0,0.0,3.0,72.0,36.0,26.0,14.0,13.0,6.0,11.0,5.0
373,Мексика,0.0,41.0,22.0,0.0,2.0,0.0,0.0,22.0,10.0,10.0,7.0,4.0,3.0,5.0,2.0
374,Призрак,11.379999999999999,122.0,59.0,0.0,8.0,0.0,4.0,75.0,34.0,19.0,14.0,17.0,8.0,11.0,3.0
375,Форс-Мажор,0.58,16.0,7.0,1.0,1.0,0.0,0.0,7.0,3.0,3.0,2.0,3.0,0.0,3.0,2.0
376,Ева,2.4,69.0,28.0,0.0,3.0,0.0,0.0,41.0,18.0,17.0,4.0,4.0,2.0,7.0,4.0
377,Moriarty,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Visage,2.44,136.0,59.0,0.0,12.0,1.0,2.0,74.0,33.0,33.0,12.0,13.0,6.0,16.0,8.0
379,Джулия,2.9800000000000004,90.0,41.0,0.0,2.0,0.0,0.0,51.0,23.0,15.0,8.0,17.0,10.0,7.0,0.0
380,Пони,0.16,30.0,12.0,0.0,4.0,0.0,0.0,15.0,5.0,5.0,2.0,3.0,2.0,7.0,3.0
381,Lord,0.9299999999999999,64.0,23.0,0.0,4.0,0.0,1.0,41.0,15.0,10.0,4.0,7.0,3.0,6.0,1.0
382,Shamar,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
383,Bruce Wayne,1.4100000000000001,39.0,18.0,0.0,3.0,0.0,1.0,23.0,8.0,8.0,4.0,5.0,4.0,3.0,2.0
384,Афина,0.2599999999999999,46.0,19.0,0.0,5.0,0.0,2.0,34.0,13.0,6.0,2.0,4.0,2.0,2.0,2.0
385,kasper,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
386,Rick Bacardi,0.3,26.0,13.0,0.0,0.0,0.0,0.0,18.0,10.0,3.0,1.0,2.0,1.0,3.0,1.0
387,Black,0.8799999999999999,31.0,19.0,0.0,5.0,1.0,0.0,20.0,11.0,4.0,3.0,2.0,2.0,5.0,3.0
388,Чик-Чирик,2.8,82.0,40.0,0.0,6.0,0.0,2.0,53.0,24.0,15.0,8.0,5.0,5.0,9.0,3.0
389,633,3.75,62.0,32.0,0.0,5.0,0.0,2.0,38.0,15.0,12.0,10.0,6.0,4.0,6.0,3.0
390,Jane,2.65,64.0,28.0,0.0,3.0,0.0,2.0,41.0,13.0,11.0,7.0,9.0,5.0,3.0,3.0
391,Лицемер,-0.5,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
392,Иллюзия,0.45,12.0,7.0,0.0,1.0,0.0,1.0,8.0,5.0,1.0,1.0,1.0,0.0,2.0,1.0
393,Пиковая Дама,0.2,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Король,4.1,66.0,28.0,0.0,8.0,1.0,2.0,33.0,11.0,12.0,8.0,12.0,2.0,9.0,7.0
395,Каменская,2.4,120.0,68.0,0.0,11.0,0.0,3.0,71.0,38.0,24.0,15.0,9.0,7.0,16.0,8.0
396,Сахара,7.2,208.0,107.0,0.0,16.0,2.0,5.0,143.0,66.0,25.0,13.0,34.0,24.0,6.0,4.0
397,Рапсодия,2.45,82.0,45.0,0.0,5.0,0.0,4.0,51.0,26.0,18.0,10.0,4.0,3.0,9.0,6.0
398,Ксента,0.0,31.0,16.0,0.0,0.0,0.0,0.0,15.0,8.0,6.0,3.0,6.0,4.0,4.0,1.0
399,"Не, ну а чё?!",2.35,28.0,17.0,0.0,2.0,0.0,1.0,17.0,9.0,5.0,2.0,4.0,4.0,2.0,2.0
400,Arsenal,5.85,83.0,45.0,0.0,8.0,1.0,2.0,41.0,20.0,17.0,9.0,9.0,5.0,16.0,11.0
401,Энн,2.85,75.0,41.0,3.0,6.0,0.0,2.0,55.0,27.0,5.0,5.0,4.0,3.0,11.0,6.0
402,ТуМаН,0.1,18.0,10.0,0.0,1.0,0.0,0.0,8.0,6.0,4.0,2.0,3.0,1.0,3.0,1.0
403,Богом данная,3.5999999999999996,59.0,31.0,0.0,2.0,1.0,0.0,42.0,23.0,7.0,4.0,6.0,3.0,4.0,1.0
404,Жэ,8.7,95.0,44.0,0.0,7.0,1.0,5.0,46.0,21.0,26.0,15.0,10.0,4.0,13.0,4.0
405,Тигра,0.75,60.0,25.0,0.0,3.0,0.0,1.0,41.0,13.0,8.0,5.0,4.0,3.0,7.0,4.0
406,zorgan,11.35,122.0,62.0,0.0,9.0,0.0,5.0,64.0,33.0,30.0,16.0,15.0,5.0,13.0,8.0
407,Moss,7.8999999999999995,133.0,72.0,0.0,7.0,0.0,2.0,58.0,32.0,36.0,21.0,19.0,10.0,20.0,9.0
