,Game_result,Citizen,Mafia,Don,Sheriff
3586,город,"['Политрук', 'Метрим', 'Клео', 'Кса', 'Майкл', 'Агностик']","['Зиш', 'Катейка']",Верже,Иллюзионист
3587,мафия,"['Море', 'Сварщик', 'Кса', 'Катейка', 'Иллюзионист', 'Нюша']","['Политрук', 'Агностик']",Майкл,Зиш
3588,город,"['Море', 'Зиш', 'Метрим', 'Клео', 'Политрук', 'Кса']","['Майкл', 'Сварщик']",Агностик,Нюша
3589,мафия,"['Абадон', 'Верже', 'Мончестер', 'Катейка', 'Зиш', 'Клео']","['Кса', 'Нюша']",Море,Метрим
3590,город,"['Зиш', 'Нюша', 'Абадон', 'Море', 'Майкл', 'Метрим']","['Агностик', 'Иллюзионист']",Политрук,Клео
3591,город,"['Иллюзионист', 'Море', 'Абадон', 'Мончестер', 'Политрук', 'Майкл']","['Верже', 'Кса']",Катейка,Клео
3592,мафия,"['Рекламист', 'Верже', 'Иллюзионист', 'Клео', 'Сварщик', 'Трумен']","['Регис', 'Майкл']",Катейка,Кса
3593,мафия,"['Регис', 'Кса', 'Джимен', 'Иллюзионист', 'Рекламист', 'Клео']","['Граф', 'Верже']",Катейка,Трумен
3594,город,"['Сварщик', 'Трумен', 'Кса', 'Каори', 'Верже', 'Иллюзионист']","['Клео', 'Джимен']",Майкл,Рекламист
3595,мафия,"['Джимен', 'Трумен', 'Верже', 'Деа', 'Юрист', 'Регис']","['Катейка', 'Клео']",Граф,Рекламист
3596,город,"['Ведьмак', 'Верже', 'Политрук', 'Юша', 'Ксихапатка', 'Граф']","['Иллюзионист', 'Бастинда']",Сварщик,Агностик
3597,мафия,"['Ксихапатка', 'Политрук', 'Юша', 'Агностик', 'Верже', 'Сварщик']","['Бастинда', 'Граф']",Ведьмак,Иллюзионист
3598,мафия,"['Политрук', 'Катейка', 'Юша', 'Сварщик', 'Верже', 'Иллюзионист']","['Агностик', 'Ксихапатка']",Граф,Ведьмак
3599,мафия,"['Ксихапатка', 'Иллюзионист', 'Граф', 'Бастинда', 'Катейка', 'Агностик']","['Юша', 'Политрук']",Верже,Ведьмак
3600,город,"['Сварщик', 'Политрук', 'Катейка', 'Верже', 'Граф', 'Ведьмак']","['Агностик', 'Юша']",Фотограф,Бастинда
3601,мафия,"['Морено', 'Агностик', 'Верже', 'Катейка', 'Майкл', 'Клео']","['Нюша', 'Регис']",Бастинда,Зиш
3602,мафия,"['Агностик', 'Катейка', 'Мухамед Али', 'Верже', 'Морено', 'Майкл']","['Ведьмак', 'Зиш']",Сварщик,Клео
3603,мафия,"['Фишер', 'Регис', 'Одессит', 'Катейка', 'Майкл', 'Нюша']","['Агностик', 'Ведьмак']",Бастинда,Зиш
3604,город,"['Клео', 'Мухамед Али', 'Агностик', 'Регис', 'Майкл', 'Морено']","['Верже', 'Нюша']",Бастинда,Ведьмак
3605,город,"['Фишер', 'Катейка', 'Клео', 'Агностик', 'Мухамед Али', 'Ведьмак']","['Верже', 'Нюша']",Регис,Сварщик
3606,мафия,"['Клео', 'Бастинда', 'Мема', 'Сварщик', 'Одессит', 'Майкл']","['Политрук', 'Агностик']",Lady Mary,Ведьмак
3607,город,"['Мема', 'Политрук', 'Агностик', 'Верже', 'Майкл', 'Ведьмак']","['Lady Mary', 'Амахонда']",Мирный житель,Клео
3608,город,"['Амахонда', 'Lady Mary', 'Сварщик', 'Катейка', 'Ведьмак', 'Агностик']","['Абадон', 'Бастинда']",Майкл,Одессит
3609,город,"['Абадон', 'Политрук', 'Амахонда', 'Катейка', 'Клео', 'Майкл']","['Агностик', 'Верже']",Мирный житель,Мирабель
3610,город,"['Амахонда', 'Майкл', 'Клео', 'Каори', 'Мирный житель', 'Верже']","['Juliet', 'Бастинда']",Ведьмак,Ахи
3611,город,"['Граф', 'Верже', 'Клео', 'Агностик', 'Хавер', 'Сварщик']","['Катейка', 'Политрук']",Иллюзионист,Каори
3612,мафия,"['Иллюзионист', 'Агностик', 'Верже', 'Катейка', 'Панда', 'Бастинда']","['Мончестер', 'Клео']",Хавер,Политрук
3613,город,"['Бастинда', 'Катейка', 'Клео', 'Хавер', 'Верже', 'Чешир']","['Деа', 'Граф']",Мончестер,Агностик
3614,мафия,"['Агностик', 'Политрук', 'Клео', 'Хавер', 'Бастинда', 'Гость']","['Верже', 'Ведьмак']",Милана,петелька
3615,мафия,"['Одессит', 'Хавер', 'Клео', 'Мишаня', 'Бастинда', 'Политрук']","['Верже', 'Агностик']",Ведьмак,петелька
3616,город,"['Каори', 'Политрук', 'петелька', 'Хавер', 'Бастинда', 'Ведьмак']","['Верже', 'Клео']",Милана,Агностик
3617,город,"['Хавер', 'Агностик', 'петелька', 'Граф', 'Клео', 'Ведьмак']","['Бастинда', 'Политрук']",Милана,Верже
3618,город,"['Ведьмак', 'Бастинда', 'Политрук', 'Агностик', 'петелька', 'Хавер']","['Клео', 'Граф']",Верже,Милана
3619,город,"['Катейка', 'Ведьмак', 'Бонус', 'Солнышко', 'Клео', 'Граф']","['Верже', 'Ткемали']",Абадон,Милана
3620,мафия,"['Солнышко', 'Иллюзионист', 'Милана', 'Катейка', 'Абадон', 'Мончестер']","['Граф', 'Фотограф']",Клео,Верже
3621,мафия,"['Абадон', 'Милана', 'Агностик', 'Анвар', 'Хавер', 'Иллюзионист']","['Клео', 'Мончестер']",Солнышко,Катейка
3622,мафия,"['Агностик', 'Доктор', 'Тенисист', 'Катейка', 'Алекс', 'Хатуль']","['Хавер', 'Милана']",Мончестер,Агата
3623,город,"['Ткемали', 'Политрук', 'Фотограф', 'Хавер', 'Агностик', 'Ведьмак']","['Анвар', 'Каори']",Сварщик,Майкл
3624,мафия,"['Майкл', 'Хавер', 'Верже', 'Политрук', 'Ведьмак', 'Ткемали']","['Каори', 'Lady Mary']",Граф,Агата
3625,мафия,"['Политрук', 'Майкл', 'Клео', 'Верже', 'Агностик', 'Мончестер']","['Анвар', 'Хавер']",Иллюзионист,Ведьмак
3626,город,"['Ткемали', 'Майкл', 'Бонус', 'Иллюзионист', 'Агата', 'Ведьмак']","['Верже', 'Политрук']",Lady Mary,Солнышко
3627,мафия,"['Бонус', 'Агностик', 'Солнышко', 'Леди Лея', 'Мончестер', 'Абадон']","['Политрук', 'Милана']",Злая Фея,Ведьмак
3628,мафия,"['Клео', 'Бонус', 'Леди Лея', 'Абадон', 'Агностик', 'Политрук']","['Солнышко', 'Ведьмак']",Мончестер,Иллюзионист
3629,город,"['Абадон', 'Милана', 'Клео', 'Агностик', 'Проша', 'Ведьмак']","['Корсун', 'Солнышко']",Chokolate,Иллюзионист
3630,город,"['Бонус', 'Политрук', 'Клео', 'Иллюзионист', 'Солнышко', 'Абадон']","['Агностик', 'Леди Лея']",Милана,Ведьмак
3631,город,"['Сварщик', 'Милана', 'Клео', 'Солнышко', 'Иллюзионист', 'Бонус']","['Леди Лея', 'Ведьмак']",Политрук,Агностик
3632,мафия,"['Бастинда', 'Елвис', 'Майкл', 'Мирный житель', 'Резидент', 'Ахи']","['Клео', 'Иллюзионист']",Lady Mary,Гинзбург
3633,мафия,"['Lady Mary', 'Гарзен', 'Резидент', 'Майкл', 'Гинзбург', 'Иллюзионист']","['Одессит', 'Клео']",Мирный житель,Ведьмак
3634,мафия,"['Ведьмак', 'Гинзбург', 'Клео', 'Майкл', 'Иллюзионист', 'Елвис']","['Резидент', 'Бастинда']",Мирный житель,Lady Mary
3635,мафия,"['Сварщик', 'Гарзен', 'Майкл', 'Елвис', 'Резидент', 'Ведьмак']","['Иллюзионист', 'Мирный житель']",Ахи,Клео
3636,мафия,"['Ахи', 'Каори', 'Масучка', 'Гарзен', 'Бастинда', 'Ведьмак']","['Клео', 'Сварщик']",Мирабель,Майкл
3637,город,"['Ведьмак', 'Кса', 'Агностик', 'Lady Mary', 'Регис', 'Милана']","['Иллюзионист', 'Абадон']",Клео,Сварщик
3638,город,"['Верже', 'Кса', 'Агностик', 'Иллюзионист', 'Хавер', 'Клео']","['Милана', 'Ведьмак']",Абадон,Lady Mary
3639,мафия,"['Lady Mary', 'Кса', 'Гость', 'Иллюзионист', 'Хавер', 'Регис']","['Абадон', 'Агностик']",Клео,Верже
3640,мафия,"['Дзюд', 'Мончестер', 'Хавер', 'Регис', 'Милана', 'Сварщик']","['Иллюзионист', 'Ведьмак']",Катейка,Кса
3641,мафия,"['Абадон', 'Хавер', 'Кса', 'Агностик', 'Катейка', 'Мончестер']","['Регис', 'Милана']",Ведьмак,Верже
3642,город,"['Дзюд', 'Регис', 'Агностик', 'Верже', 'Абадон', 'Ведьмак']","['Милана', 'Мончестер']",Кса,Катейка
3643,мафия,"['Белоснежка', 'Разводчик', 'Дольф', 'LepuS', 'Белая', 'Каа']","['Тарас', 'Панда']",Якут,Печаль
3644,город,"['Тарас', 'Логика', 'Панда', 'Black', 'Печаль', 'Гость']","['Белоснежка', 'Гость']",Белая,Разводчик
3645,мафия,"['Нора', 'Каа', 'Гость', 'Якут', 'Джак', 'Гость']","['Рондо', 'LepuS']",Black,Дольф
3646,город,"['Белая', 'Сакура', 'Белоснежка', 'Эрудит', 'Печаль', 'Якут']","['Тарас', 'Логика']",Панда,Джак
3647,мафия,"['LepuS', 'Рондо', 'Сакура', 'Гость', 'Дольф', 'Нора']","['Каа', 'Гость']",Ксения Евгеньевна,Логика
3648,мафия,"['Белая', 'Black', 'Тарас', 'Каа', 'Джак', 'Якут']","['Панда', 'LepuS']",Рондо,Эрудит
3649,мафия,"['Разводчик', 'Арт', 'Красса', 'Белоснежка', 'Lilit', 'Белая']","['Дольф', 'Элис']",LepuS,Логика
3650,город,"['Гость', 'Разводчик', 'Арт', 'Элис', 'Логика', 'LepuS']","['Белоснежка', 'Белая']",Лютый,Lilit
3651,город,"['No No', 'Белоснежка', 'Элис', 'Красса', 'Разводчик', 'Белая']","['Логика', 'Джак']",Дольф,LepuS
3652,город,"['Рондо', 'Белая', 'Дольф', 'No No', 'Красса', 'Джак']","['Гость', 'Логика']",Lilit,Якут
3653,город,"['Рондо', 'Country', 'Dementor', 'Гость', 'Ксю', 'Андромеда']","['Жаклин', 'ГАГА']",Арт,Lilit
3654,мафия,"['Андромеда', 'Жаклин', 'Bellissima', 'Белая', 'Нора', 'Гость']","['Country', 'Dementor']",Ксю,Элис
3655,мафия,"['Country', 'No No', 'Андромеда', 'Bellissima', 'ГАГА', 'Нора']","['Ментик', 'Dementor']",Дольф,Ксю
3656,мафия,"['Якут', 'Арт', 'Джак', 'Гость', 'Lilit', 'Красса']","['Жаклин', 'Рондо']",Логика,Белая
3657,город,"['No No', 'Жаклин', 'Дольф', 'ГАГА', 'Ксю', 'Нора']","['Dementor', 'Джак']",Country,Андромеда
3658,город,"['Белоснежка', 'Пироженка', 'Джак', 'Гость', 'Жаклин', 'Шахист']","['Отличница', 'Маэстро']",Нора,Интеллигент
3659,мафия,"['Нора', 'Белоснежка', 'Гость', 'No No', 'Пироженка', 'Отличница']","['Маэстро', 'Жаклин']",Интеллигент,Шахист
3660,мафия,"['Why_Not', 'Гость', 'Белоснежка', 'Маэстро', 'Нора', 'No No']","['Гость', 'Джак']",Интеллигент,Пироженка
3661,город,"['Пироженка', 'No No', 'Ксю', 'Джак', 'Шахист', 'Маэстро']","['Жаклин', 'Why_Not']",Отличница,Гость
3662,мафия,"['Жаклин', 'Ксю', 'Шахист', 'Sha', 'Джак', 'Why_Not']","['No No', 'Отличница']",Пироженка,Ментик
3663,город,"['Питон', 'Алёна', 'Лютый', 'Дольф', 'Маэстро', 'Black']","['Мира', 'Bellissima']",Панда,Sha
3664,город,"['Bellissima', 'Мира', 'Black', 'Панда', 'Лютый', 'Питон']","['Алёна', 'Гость']",Дольф,Маэстро
3665,мафия,"['Чесс', 'Зевс', 'Разводчик', 'Алёна', 'Cowboy', 'Дольф']","['Мира', 'Панда']",Нора,Питон
3666,город,"['Нора', 'Печаль', 'Гость', 'Black', 'Питон', 'Маэстро']","['Зевс', 'Гость']",Алёна,Bellissima
3667,мафия,"['Bellissima', 'Гость', 'Печаль', 'Разводчик', 'Гость', 'Чесс']","['Мира', 'Black']",Алёна,Панда
3668,город,"['Питон', 'Панда', 'Зевс', 'Чесс', 'Гость', 'Гость']","['Мира', 'LepuS']",Нора,Печаль
3669,мафия,"['Дольф', 'Белоснежка', 'Разводчик', 'Жаклин', 'Элис', 'Sha']","['Слэм', 'LepuS']",Отличница,Интеллигент
