,Game_result,Citizen,Mafia,Don,Sheriff
614,мафия,"['Дин', 'Люк', 'Кукла', 'Персик', 'Night', 'GoN']","['Адик', 'Lucky']",НикитыЧ,Лайм
615,мафия,"['Кукла', 'Коннор', 'Солтис', 'Кельтас', 'Arty', 'Гость']","['Lynch', 'Коломбо']",D.O.N.S.,Дор
616,город,"['Гость', 'Гость', 'Мадемуазель', 'Ice', 'Змей', 'Лайм']","['Солтис', 'Lynch']",Гость,Кукла
617,город,"['Гость', 'D.O.N.S.', 'Одиннадцатый', 'Setti', 'Кельтас', 'Лайм']","['Кукла', 'Змей']",Коломбо,Коннор
618,мафия,"['Trevery', 'Arty', 'Одиннадцатый', 'Мадемуазель', 'Гость', 'GoN']","['Гость', 'Шершень']",Гость,Snow
619,мафия,"['GoN', 'Солтис', 'Гость', 'Гость', 'Night', 'Змей']","['Одиннадцатый', 'Адик']",Мадемуазель,Кукла
620,мафия,"['D.O.N.S.', 'Анархия', 'Snow', 'Шершень', 'Сталкер', 'Кельтас']","['Лайм', 'Коннор']",Персик,Гость
621,мафия,"['Night', 'GoN', 'Arty', 'Гость', 'Гость', 'Дин']","['Шпилька', 'Маркиза']",Гость,Snow
622,город,"['Mr. Pibb', 'Snow', 'Гость', 'Гармония', 'Кукла', 'Солтис']","['Lawliet', 'НикитыЧ']",D.O.N.S.,Адик
623,город,"['Гость', 'Дин', 'Ириска', 'Arty', 'GoN', 'НикитыЧ']","['Night', 'Шпилька']",Гость,Маркиза
624,город,"['Каменских', 'Гость', 'Маркиза', 'Гость', 'Коннор', 'НикитыЧ']","['Night', 'Адик']",Кукла,Гость
625,город,"['Snow', 'Гармония', 'D.O.N.S.', 'Ice', 'Солтис', 'Mr. Pibb']","['Шпилька', 'GoN']",Гость,Lawliet
626,мафия,"['Гость', 'Гость', 'Шпилька', 'Ириска', 'GoN', 'Коннор']","['Маркиза', 'Адик']",НикитыЧ,Гость
627,город,"['Дин', 'Snow', 'D.O.N.S.', 'Mr. Pibb', 'Гармония', 'Lawliet']","['Arty', 'Кукла']",Солтис,Гость
628,мафия,"['НикитыЧ', 'D.O.N.S.', 'Маркиза', 'Гость', 'Ice', 'Шпилька']","['Ириска', 'Адик']",Кукла,Коннор
629,мафия,"['Кельтас', 'Snow', 'Mr. Pibb', 'Гость', 'GoN', 'Каменских']","['Гармония', 'Гость']",Lawliet,D.O.N.S.
630,город,"['GoN', 'Коннор', 'Гармония', 'Маркиза', 'Кукла', 'НикитыЧ']","['Адик', 'Arty']",Ice,Lawliet
631,город,"['Гость', 'Гость', 'Коломбо', 'Адик', 'Игрок', 'НикитыЧ']","['Гость', 'Ботаник']",Гость,Коннор
632,мафия,"['Солтис', 'Гость', 'Адик', 'Коннор', 'Night', 'НикитыЧ']","['Ботаник', 'Гость']",Mr. Pibb,Змей
633,мафия,"['Воля', 'Гость', 'Коннор', 'Mr. Pibb', 'D.O.N.S.', 'Барон']","['Гость', 'Cardinal']",Мадемуазель,Setti
634,мафия,"['Гость', 'Сталкер', 'НикитыЧ', 'Люк', 'Кукла', 'Ботаник']","['Абрам', 'Змей']",Коломбо,Setti
635,мафия,"['Кукла', 'Night', 'Cardinal', 'Барон', 'Доктор', 'Игрок']","['Шпилька', 'Змей']",Мадемуазель,Люк
636,мафия,"['Гость', 'Персик', 'НикитыЧ', 'Гость', 'Анархия', 'Одиннадцатый']","['Лайм', 'Гармония']",Коннор,Адик
637,мафия,"['Night', 'Гость', 'Гость', 'Mr. Pibb', 'Lightman', 'Джейн']","['vipzonet', 'Lu绿']",Ириска,Стимул
638,мафия,"['Гость', 'GoN', 'Гость', 'Кельтас', 'Гость', 'Night']","['Ириска', 'Гость']",Стимул,Spectre
639,город,"['Кукла', 'Гость', 'GoN', 'Стимул', 'Адик', 'НикитыЧ']","['Мортал', 'Рати']",Гость,Night
640,мафия,"['Стимул', 'Lightman', 'Гость', 'Кельтас', 'НикитыЧ', 'Гость']","['Cardinal', 'Адик']",Кукла,Человек
641,мафия,"['Джейн', 'Гость', 'Spectre', 'Змей', 'Гость', 'Рати']","['Mr. Pibb', 'Lu绿']",Night,GoN
642,мафия,"['Гость', 'Кукла', 'vipzonet', 'Ириска', 'Lightman', 'Spectre']","['Гость', 'Змей']",Адик,Рати
643,мафия,"['Стимул', 'Коннор', 'Мортал', 'Человек', 'Mr. Pibb', 'Коломбо']","['Night', 'Джейн']",НикитыЧ,GoN
644,город,"['Dan Dan', 'Lightman', 'Гость', 'Джина', 'Адик', 'Лайм']","['Игрок', 'Ashley']",Ириска,Fake
645,мафия,"['Стимул', 'Spectre', 'Ириска', 'Гость', 'Самец', 'vipzonet']","['Игрок', 'Гость']",Дор,Лайм
646,мафия,"['Fake', 'Гость', 'Адик', 'Дор', 'Доктор', 'Гость']","['Lightman', 'Гость']",Персик,Лайм
647,город,"['Fake', 'Стимул', 'Ashley', 'vipzonet', 'Ириска', 'Доктор']","['Адик', 'Хохольчик']",Человек,Самец
648,город,"['Стимул', 'Джина', 'Sonechko', 'Энай', 'Гость', 'Дор']","['Lynch', 'Коннор']",Змей,Бестолочь
649,мафия,"['Гость', 'Sher', 'Гость', 'Энай', 'Гость', 'Гость']","['GoN', 'Конфет']",Айка,vipzonet
650,мафия,"['Sher', 'Гость', 'Гость', 'Гость', 'Гость', 'Гость']","['Гость', 'Dan Dan']",Человек,Sonechko
651,город,"['Sonechko', 'Змей', 'Гость', 'Человек', 'Сокол', 'Кельтас']","['Гость', 'Гость']",Гость,Гость
652,город,"['Сокол', 'Человек', 'Гость', 'Энай', 'GoN', 'Гость']","['Гость', 'Sonechko']",Гость,Sher
653,мафия,"['vipzonet', 'Айка', 'Бестолочь', 'Гость', 'Dan Dan', 'Гость']","['Гость', 'Стимул']",Конфет,GoN
654,город,"['Sher', 'Гость', 'GoN', 'Мортал', 'Конфет', 'Mr. Pibb']","['Айка', 'Сокол']",Человек,Lucky
655,город,"['Айка', 'Lightman', 'Адик', 'Стимул', 'Конфет', 'Человек']","['Дор', 'Mr. Pibb']",Sher,Lucky
656,город,"['vipzonet', 'Энай', 'Бестолочь', 'GoN', 'Джина', 'Змей']","['Ice', 'Сокол']",Гость,Lynch
657,мафия,"['Гость', 'Адик', 'Мортал', 'GoN', 'Стимул', 'Энай']","['Гость', 'Sher']",Сокол,vipzonet
658,город,"['Змей', 'Dan Dan', 'Джина', 'vipzonet', 'Стимул', 'D.O.N.S.']","['Cardinal', 'Абдурахман']",Адик,Гость
659,мафия,"['Dan Dan', 'Гость', 'Адик', 'vipzonet', 'GoN', 'Fake']","['Доктор Ливси', 'Человек']",Гость,Гость
660,город,"['Доктор Ливси', 'Mr. Pibb', 'Sunset', 'Змей', 'Стимул', 'GoN']","['vipzonet', 'Гость']",Fake,Гость
661,мафия,"['Mr. Pibb', 'GoN', 'Fake', 'Lynch', 'Snow', 'Night']","['Ginger', 'Гость']",Sunset,Гармония
662,мафия,"['Mr. Pibb', 'GoN', 'Fake', 'Lynch', 'Snow', 'Night']","['Ginger', 'Гость']",Sunset,Гармония
663,мафия,"['Mr. Pibb', 'GoN', 'Fake', 'Lynch', 'Snow', 'Night']","['Ginger', 'Гость']",Sunset,Гармония
664,мафия,"['Mr. Pibb', 'GoN', 'Fake', 'Lynch', 'Snow', 'Night']","['Ginger', 'Гость']",Sunset,Гармония
665,мафия,"['Mr. Pibb', 'GoN', 'Fake', 'Lynch', 'Snow', 'Night']","['Ginger', 'Гость']",Sunset,Гармония
666,мафия,"['Мортал', 'Дин', 'D.O.N.S.', 'vipzonet', 'Стимул', 'Cardinal']","['Адик', 'Гость']",Frank,Rize
667,город,"['Стимул', 'Fake', 'Rize', 'Доктор Ливси', 'Змей', 'Frank']","['GoN', 'D.O.N.S.']",vipzonet,Адик
668,мафия,"['Коннор', 'Ириска', 'Гость', 'Scorp', 'Дон Ган', 'Мортал']","['Гость', 'Люботин']",Адик,vipzonet
669,город,"['Стимул', 'Lu绿', 'vipzonet', 'Ace', 'Коломбо', 'Гость']","['Конфет', 'Заноза']",Лайм,Гость
670,мафия,"['Айка', 'Лайм', 'Гость', 'Адик', 'vipzonet', 'Гость']","['Ace', 'Конфет']",Sher,Гость
671,мафия,"['Кукла', 'Стимул', 'Mortal', 'Лайм', 'Гость', 'Айка']","['vipzonet', 'Lucky']",Lu绿,Ace
672,мафия,"['Коломбо', 'Гость', 'Гость', 'Sher', 'Айка', 'Конфет']","['Адик', 'Стимул']",Дор,Анархия
673,город,"['Mr. Pibb', 'Lu绿', 'Адик', 'Sher', 'Arty', 'Ginger']","['Человек', 'Ace']",Гость,Benjamin
674,мафия,"['Гость', 'Лайм', 'Айка', 'Конфет', 'vipzonet', 'Анархия']","['Стимул', 'Lynch']",НикитыЧ,Дор
675,мафия,"['Гость', 'Гость', 'Адик', 'Кукла', 'Lynch', 'Дор']","['Мортал', 'Человек']",Лайм,Lu绿
676,город,"['Люботин', 'Гость', 'Адик', 'GoN', 'Гость', 'Сталкер']","['Лайм', 'Scorp']",Гость,Дон Ган
677,мафия,"['Дон Ган', 'Сталкер', 'MC Blinchiki', 'Стимул', 'Кельтас', 'Ace']","['Одиннадцатый', 'Гость']",Мортал,Лайм
678,мафия,"['Кукла', 'Дор', 'Дон Ган', 'Абрам', 'Sunset', '']","['Одиннадцатый', 'Пряник']",vipzonet,Gosling
679,мафия,"['Адик', 'Гость', 'Ace', 'Змей', 'Ятна', 'Lynch']","['Mr. Pibb', 'Ириска']",Лайм,Arty
680,город,"['Пряник', 'vipzonet', 'Коннор', 'Lynch', 'Кукла', 'Scorp']","['Гармония', 'GoN']",Кельтас,Абрам
681,город,"['Рати', 'Дор', 'Адик', 'D.O.N.S.', 'Дин', 'Lu绿']","['Ashley', 'Коннор']",Абдурахман,Шпилька
682,мафия,"['Sunset', 'Мортал', 'Шпилька', 'GoN', 'D.O.N.S.', 'Ashley']","['Змей', 'Sher']",Стимул,НикитыЧ
683,город,"['Змей', 'Абдурахман', 'Персик', 'Коннор', 'Дор', 'Стимул']","['Sher', 'НикитыЧ']",Lu绿,Адик
684,мафия,"['Дин', 'Змей', 'Рати', 'D.O.N.S.', 'НикитыЧ', 'Lu绿']","['GoN', 'Sunset']",Абдурахман,Дор
685,город,"['Sunset', 'Змей', 'Мортал', 'Стимул', 'Персик', 'Коннор']","['Шпилька', 'Дор']",D.O.N.S.,Sher
686,город,"['Гармония', 'Ashley', 'Адик', 'Мортал', 'Персик', 'GoN']","['НикитыЧ', 'D.O.N.S.']",Lu绿,Рати
687,мафия,"['Гость', 'Ириска', 'Гость', 'Scorp', 'Стимул', 'Адик']","['Альгиз', 'Page']",Ace,Абдурахман
688,мафия,"['Коломбо', 'Бестолочь', 'Дор', 'Доктор', 'Frank', 'Ashley']","['vipzonet', 'Адик']",Игрок,Змей
689,мафия,"['Кукла', 'Доктор', 'Page', 'Игрок', 'Sunset', 'Стимул']","['vipzonet', 'Одиннадцатый']",Scorp,Ириска
690,мафия,"['Хохольчик', 'Frank', 'Дор', 'Коннор', 'Гармония', 'Адик']","['GoN', 'Ace']",Snow,Змей
691,город,"['Адик', 'Гармония', 'Одиннадцатый', 'Гость', 'Ashley', 'Игрок']","['Arty', 'GoN']",Кукла,Змей
692,мафия,"['Page', 'Коннор', 'Хохольчик', 'Scorp', 'Доктор', 'vipzonet']","['Sunset', 'Frank']",Стимул,Ace
693,мафия,"['Змей', 'GoN', 'Page', 'Frank', 'Ириска', 'Игрок']","['Кукла', 'Ashley']",Гармония,Адик
694,мафия,"['Гость', 'Мортал', 'vipzonet', 'Абдурахман', 'Lu绿', 'Sher']","['Ashley', 'Ириска']",Стимул,Персик
695,город,"['Sona', 'Ace', 'Дон Ган', 'Ashley', 'Стимул', 'Lucky']","['Левин', 'vipzonet']",Абдурахман,Ириска
696,мафия,"['Frank', 'Хохольчик', 'Mr. Pibb', 'Персик', 'Кукла', 'Марта']","['vipzonet', 'Абдурахман']",Коннор,Scorp
697,город,"['Ириска', 'Sunset', 'Fake', 'Мортал', 'Setti', 'Ashley']","['Змей', 'Гость']",Стимул,Гость
698,город,"['Дон Ган', 'Человек', 'Ice', 'Адик', 'Lu绿', 'Джина']","['Гость', 'Sher']",Ботаник,Lucky
699,мафия,"['Frank', 'Fake', 'Коннор', 'Ириска', 'Setti', 'Змей']","['Гость', 'Джина']",Ботаник,Sher
700,мафия,"['Frank', 'Fake', 'Коннор', 'Ириска', 'Setti', 'Змей']","['Гость', 'Джина']",Ботаник,Sher
701,город,"['Sunset', 'Scorp', 'Марта', 'Стимул', 'Хохольчик', 'Мортал']","['Абдурахман', 'vipzonet']",Ashley,Lucky
702,город,"['Scorp', 'Гость', 'Ice', 'Дон Ган', 'Кукла', 'Ириска']","['Ashley', 'Lu绿']",Адик,Frank
703,мафия,"['Fake', 'Arty', 'Стимул', 'Tamerlan', 'vipzonet', 'Бестолочь']","['Адик', 'Mr. Pibb']",Мортал,Кукла
704,мафия,"['Бестолочь', 'Кукла', 'Tamerlan', 'Стимул', 'Мортал', 'Arty']","['Человек', 'Ashley']",Гость,Гость
705,город,"['НикитыЧ', 'Абдурахман', 'Ice', 'Fake', 'Игрок', 'Ashley']","['Коннор', 'Змей']",Адик,vipzonet
706,мафия,"['Игрок', 'Ice', 'Гость', 'Setti', 'Гармония', 'Адик']","['Змей', 'НикитыЧ']",Ashley,Бестолочь
707,мафия,"['Скай', 'Гармония', 'Шершень', 'НикитыЧ', 'Гость', 'Дор']","['Ginger', 'Ashley']",Одиннадцатый,Snow
708,город,"['Стимул', 'Tamerlan', 'Кукла', 'Мортал', 'Анархия', 'Fake']","['Шершень', 'Гость']",vipzonet,Одиннадцатый
709,мафия,"['Адик', 'Каменских', 'Бестолочь', 'Абдурахман', 'Змей', 'Лайм']","['vipzonet', 'Человек']",Ashley,Scorp
710,город,"['vipzonet', 'Стимул', 'Mr. Pibb', 'Ashley', 'Scorp', 'Человек']","['Змей', 'Ice']",Grey,Адик
711,мафия,"['Лайм', 'Ashley', 'Коломбо', 'Lynch', 'Человек', 'Воля']","['Snow', 'Абдурахман']",Кукла,Бестолочь
712,город,"['Ice', 'Гость', 'Воля', 'Адик', 'Абдурахман', 'Grey']","['Лайм', 'Ashley']",Дин,Коннор
713,мафия,"['Lynch', 'Стимул', 'Benjamin', 'Гармония', 'Scorp', 'Абдурахман']","['Адик', 'Гость']",Шершень,Гость
714,мафия,"['Гость', 'Бестолочь', 'vipzonet', 'Лайм', 'Sova', 'Ashley']","['Мортал', 'Змей']",Адик,Шпилька
715,мафия,"['vipzonet', 'Гость', 'Стимул', 'Ashley', 'Бестолочь', 'Гость']","['Змей', 'Сталкер']",Санчес,Gray
716,мафия,"['Гость', 'Змей', 'Ashley', 'Гость', 'Бестолочь', 'Гость']","['Человек', 'Гость']",Стимул,vipzonet
717,мафия,"['Snow', 'Стимул', 'Гость', 'Сталкер', 'Fake', 'Gray']","['Человек', 'Санчес']",Sova,Доктор
718,мафия,"['Змей', 'Night', 'Одиннадцатый', 'Mr. Pibb', 'Lynch', 'vipzonet']","['Гость', 'Кукла']",Ashley,Шпилька
719,город,"['Алиса', 'Кукла', 'Arty', 'Каменских', 'Адик', 'Айка']","['GoN', 'Конфет']",Маркиза,Коломбо
720,мафия,"['Mr. Pibb', 'Маркиза', 'Гость', 'Стимул', 'Ириска', 'Адик']","['Ice', 'Sova']",Игрок,Лайм
721,мафия,"['Коломбо', 'Адик', 'Стимул', 'Конфет', 'Каменских', 'GoN']","['Кукла', 'Айка']",Mr. Pibb,Алиса
722,мафия,"['Гость', 'Sova', 'Ice', 'Кукла', 'Игрок', 'Адик']","['Гость', 'Ириска']",Лайм,Маркиза
723,мафия,"['Лайм', 'Конфет', 'Игрок', 'Алиса', 'Коломбо', 'Кукла']","['Айка', 'Sova']",Стимул,GoN
724,мафия,"['Гость', 'Ice', 'Игрок', 'Адик', 'Маркиза', 'Коломбо']","['GoN', 'Лайм']",Ириска,Кукла
725,мафия,"['Абдурахман', 'Бестолочь', 'Гость', 'Dan Dan', 'Сталкер', 'Кельтас']","['Плюшка', 'Адик']",Змей,Ashley
726,мафия,"['Плюшка', 'Абдурахман', 'Стимул', 'Dan Dan', 'Ashley', 'Сталкер']","['Человек', 'Гость']",Игрок,Змей
727,город,"['Sova', 'Адик', 'Dan Dan', 'Сталкер', 'Fake', 'Кукла']","['Одиннадцатый', 'Lynch']",Человек,Кельтас
728,мафия,"['Гость', 'vipzonet', 'GoN', 'Доктор', 'Гость', 'Гость']","['Стимул', 'Мортал']",Ashley,Бестолочь
729,город,"['Человек', 'Игрок', 'Плюшка', 'Ice', 'Змей', 'Сталкер']","['Доктор', 'Бестолочь']",Одиннадцатый,Гость
730,мафия,"['Гость', 'Вольфрам', 'Flash', 'Мортал', 'Стимул', 'vipzonet']","['Гость', 'Шершень']",Snow,Ashley
731,город,"['Шершень', 'Адик', 'Плюшка', 'Кукла', 'Гармония', 'Lynch']","['GoN', 'Мортал']",Гость,Одиннадцатый
732,город,"['НикитыЧ', 'Гость', 'Змей', 'Lu绿', 'vipzonet', 'Лайм']","['Dan Dan', 'Абдурахман']",Стимул,Коломбо
733,мафия,"['Абдурахман', 'Lu绿', 'НикитыЧ', 'Dan Dan', 'Стимул', 'Змей']","['Гость', 'Каменских']",Лайм,vipzonet
734,мафия,"['Лайм', 'Lu绿', 'НикитыЧ', 'Гость', 'Стимул', 'Змей']","['Дин', 'Коломбо']",Dan Dan,vipzonet
735,мафия,"['Lucky', 'Dan Dan', 'Персик', 'НикитыЧ', 'Лайм', 'Lu绿']","['Гость', 'Стимул']",vipzonet,Змей
736,мафия,"['Персик', 'Лайм', 'vipzonet', 'Коломбо', 'НикитыЧ', 'Змей']","['Гость', 'Lu绿']",Стимул,Дин
737,город,"['НикитыЧ', 'Стимул', 'Абрам', 'Змей', 'Lynch', 'Spectre']","['Адик', 'vipzonet']",Гость,Ириска
738,мафия,"['Змей', 'Абдурахман', 'Мортал', 'Tamerlan', 'Dan Dan', 'Lynch']","['vipzonet', 'Лайм']",Ashley,Кукла
739,город,"['Dan Dan', 'Tamerlan', 'Коломбо', 'Мортал', 'Lynch', 'Кукла']","['Одиннадцатый', 'Ashley']",Змей,Абдурахман
740,город,"['GoN', 'Гармония', 'Абдурахман', 'Каменских', 'Стимул', 'Кукла']","['Ashley', 'Мортал']",vipzonet,Маркиза
741,мафия,"['Кукла', 'Доктор', 'Лайм', 'НикитыЧ', 'Сарказм', 'Ashley']","['Dan Dan', 'vipzonet']",Змей,Tamerlan
742,мафия,"['Абдурахман', 'Ботаник', 'Ashley', 'Айка', 'Стимул', 'Dan Dan']","['Гость', 'Конфет']",vipzonet,Игрок
743,мафия,"['Dan Dan', 'Гость', 'Белочка', 'Шпилька', 'Джина', 'Гость']","['Стимул', 'Гость']",Ася,Мортал
744,мафия,"['Fake', 'Гость', 'Змей', 'GoN', 'Гость', 'Айка']","['Ботаник', 'Маркиза']",Setti,Конфет
745,мафия,"['Ася', 'Белочка', 'Дор', 'Игрок', 'Гость', 'Джина']","['Персик', 'Кукла']",Ashley,Шпилька
746,город,"['Ириска', 'Змей', 'Шпилька', 'Гость', 'Гость', 'GoN']","['Маркиза', 'vipzonet']",Ashley,Сталкер
747,город,"['Шпилька', 'Stay', 'Гость', 'Гость', 'Гость', 'Ириска']","['Ashley', 'Маркиза']",Сталкер,Мортал
748,город,"['Змей', 'Маркиза', 'Гость', 'Гость', 'Ashley', 'Гость']","['Адик', 'Гость']",GoN,Gopher
749,мафия,"['Ashley', 'Мортал', 'Игрок', 'Шпилька', 'Гость', 'Frank']","['Гость', 'GoN']",НикитыЧ,Fake
750,мафия,"['Гость', 'Адик', 'Маркиза', 'vipzonet', 'Гость', 'Змей']","['Шершень', 'Кукла']",Гость,Ириска
751,город,"['Ася', 'Гость', 'Человек', 'Шпилька', 'Мадемуазель', 'Sher']","['Гость', 'Гость']",Forsir,Сталкер
752,мафия,"['Абдурахман', 'Sher', 'Мортал', 'GoN', 'Кукла', 'Ася']","['Шпилька', 'Человек']",Лайм,Сталкер
753,мафия,"['Багряный', 'Гость', 'Анархия', 'Benjamin', 'Сталкер', 'Мортал']","['Игрок', 'Fake']",Лайм,Человек
754,город,"['Sher', 'Кукла', 'Гармония', 'Кельтас', 'Forsir', 'Лайм']","['Мадемуазель', 'Ася']",Шпилька,Fake
755,мафия,"['Forsir', 'Сталкер', 'Абдурахман', 'Стимул', 'НикитыЧ', 'Ashley']","['Dan Dan', 'Amber']",Кукла,Сакура
756,мафия,"['Стимул', 'Сталкер', 'Dan Dan', 'Ashley', 'Tamerlan', 'Каменских']","['Amber', 'Абдурахман']",GoN,Forsir
757,мафия,"['НикитыЧ', 'Гость', 'Гость', 'Сталкер', 'Змей', 'Sportsman']","['Стимул', 'Scorp']",Маркиза,Кукла
758,мафия,"['Гость', 'Мортал', 'НикитыЧ', 'Lu绿', 'Маркиза', 'Sportsman']","['Заноза', 'Змей']",Сакура,Человек
759,мафия,"['Кукла', 'Дин', 'Шершень', 'Dan Dan', 'Сарказм', 'Сталкер']","['Шпилька', 'Маркиза']",Snow,Scorp
760,мафия,"['Мортал', 'Cardinal', 'Стимул', 'Scorp', 'Amber', 'Lucky']","['Дон Ган', 'Коннор']",Dan Dan,Змей
761,мафия,"['Маркиза', 'Кукла', 'Tamerlan', 'Marsea', 'Гость', 'Stay']","['НикитыЧ', 'Rize']",vipzonet,Мортал
762,мафия,"['НикитыЧ', 'Гость', 'Tamerlan', 'Стимул', 'Rize', 'vipzonet']","['Stay', 'Lynch']",Гармония,Абрам
763,город,"['Игрок', 'vipzonet', 'Ириска', 'НикитыЧ', 'Lu绿', 'Snow']","['Айка', 'Дон Ган']",Конфет,Мадемуазель
764,мафия,"['Змей', 'Ася', 'Рати', 'Мортал', 'Айка', 'Игрок']","['Джина', 'Lu绿']",Конфет,Sova
765,мафия,"['Рати', 'Lucky', 'Ася', 'Маркиза', 'Джина', 'Сталкер']","['Змей', 'Forsir']",Абдурахман,Cardinal
766,город,"['Человек', 'Принцесса', 'Lucky', 'Змей', 'Кукла', 'Lu绿']","['Гость', 'Ася']",Ириска,Абдурахман
767,город,"['Рати', 'vipzonet', 'НикитыЧ', 'GoN', 'Лайм', 'Адик']","['Конфет', 'Айка']",Сталкер,Коломбо
768,мафия,"['Стимул', 'Сталкер', 'Ася', 'Мортал', 'Человек', 'vipzonet']","['Рати', 'Sova']",Змей,Шпилька
769,мафия,"['Игрок', 'Конфет', 'Принцесса', 'Джина', 'Lucky', 'Кукла']","['Cardinal', 'Ice']",Гость,GoN
770,мафия,"['Кукла', 'Лайм', 'Lu绿', 'Дон Ган', 'Мадемуазель', 'Каменских']","['Адик', 'Маркиза']",Ириска,Гость
771,мафия,"['Одиннадцатый', 'Марта', 'Marsea', 'Дин', 'Mr. Pibb', 'Дядя']","['Сталкер', 'Lynch']",Кукла,Хохольчик
772,город,"['Стимул', 'D.O.N.S.', 'vipzonet', 'Ginger', 'Змей', 'Fake']","['Кукла', 'Адик']",Marsea,Arty
773,мафия,"['Маркиза', 'Tamerlan', 'Гость', 'Одиннадцатый', 'Гость', 'Абдурахман']","['Гость', 'Ice']",Кукла,Гость
774,мафия,"['vipzonet', 'Дядя', 'Доктор', 'Каменских', 'Mr. Pibb', 'Marsea']","['Сталкер', 'Маркиза']",Человек,Стимул
775,мафия,"['Змей', 'Стимул', 'Гость', 'Tamerlan', 'Мортал', 'Человек']","['Адик', 'Sportsman']",Ася,Ириска
776,город,"['Мортал', 'Sportsman', 'Ириска', 'vipzonet', 'Tamerlan', 'Сталкер']","['Маркиза', 'Arty']",Каменских,Lynch
777,мафия,"['Шпилька', 'НикитыЧ', 'Ириска', 'Tamerlan', 'Мортал', 'vipzonet']","['Стимул', 'Лайм']",Адик,Marsea
778,город,"['Каменских', 'Адик', 'Ириска', 'Мортал', 'Lu绿', 'Гость']","['Лайм', 'Стимул']",Игрок,Маркиза
779,мафия,"['Гость', 'Маркиза', 'Ириска', 'Змей', 'Адик', 'Sportsman']","['Гость', 'Гость']",Page,Гость
780,город,"['Гость', 'Гость', 'Гость', 'Лайм', 'Маркиза', 'Адик']","['Lu绿', 'Гость']",Page,Змей
781,мафия,"['Lu绿', 'Адик', 'Ириска', 'Лайм', 'Дин', 'Хохольчик']","['Змей', 'Sportsman']",Snow,Дор
782,город,"['Маркиза', 'Шершень', 'Кукла', 'Человек', 'Персик', 'Стимул']","['Setti', 'Гость']",Ятна,Frank
783,город,"['Sportsman', 'Frank', 'Лайм', 'Багряный', 'Адик', 'Маркиза']","['Коннор', 'Гармония']",Гость,Lu绿
784,мафия,"['Ириска', 'Шпилька', 'Лайм', 'Marsea', 'Ice', 'НикитыЧ']","['Змей', 'Кукла']",Адик,Каменских
785,город,"['Ириска', 'Шершень', 'Arty', 'Snow', 'Ice', 'Мортал']","['Frank', 'Гость']",Trevery,Mr. Pibb
786,мафия,"['Игрок', 'Frank', 'Стимул', 'Mr. Pibb', 'Змей', 'Адик']","['Шпилька', 'Snow']",НикитыЧ,Trevery
787,город,"['Стимул', 'Ириска', 'Адик', 'Шпилька', 'Змей', 'Мортал']","['НикитыЧ', 'Marsea']",Tamerlan,vipzonet
788,мафия,"['Arty', 'Гость', 'Лайм', 'Tamerlan', 'Гармония', 'Lynch']","['Абрам', 'Кукла']",Шершень,Маркиза
789,город,"['Коннор', 'Гармония', 'Адик', 'Кукла', 'Marsea', 'Змей']","['Шпилька', 'Абрам']",Одиннадцатый,НикитыЧ
790,мафия,"['Дор', 'Абдурахман', 'Лайм', 'Benjamin', 'Мортал', 'НикитыЧ']","['Змей', 'Адик']",Ириска,Stay
791,город,"['Мадемуазель', 'Лайм', 'Абдурахман', 'Ириска', 'Адик', 'Змей']","['Дор', 'Ashley']",Benjamin,Ginger
792,мафия,"['Адик', 'Змей', 'НикитыЧ', 'Stay', 'Ashley', 'Мортал']","['Benjamin', 'Мадемуазель']",Ice,Ириска
793,мафия,"['Лайм', 'Змей', 'Ashley', 'НикитыЧ', 'Ice', 'Дор']","['Адик', 'Мадемуазель']",Ginger,Stay
794,город,"['Человек', 'Ashley', 'Lu绿', 'Лайм', 'Мадемуазель', 'Fake']","['Плюшка', 'Мортал']",Стимул,Гость
795,мафия,"['Ириска', 'Sova', 'Ice', 'Sportsman', 'Цвет Вишни', 'Адик']","['Ася', 'Гость']",Хьюстон,Абдурахман
796,мафия,"['Sher', 'Ashley', 'Цвет Вишни', 'Мадемуазель', 'Lu绿', 'Дон Ган']","['Мортал', 'Сталкер']",Стимул,Lightman
797,мафия,"['Гость', 'Гость', 'Абдурахман', 'Лайм', 'Гость', 'Коннор']","['Дон Ган', 'Ириска']",Lu绿,Сталкер
798,мафия,"['Человек', 'Мортал', 'Кельтас', 'Sova', 'Sher', 'Ася']","['Адик', 'Sportsman']",Змей,Хьюстон
799,мафия,"['Мадемуазель', 'Ashley', 'Ginger', 'Sher', 'Лайм', 'Ириска']","['Змей', 'Гость']",Night,НикитыЧ
800,мафия,"['Гость', 'GoN', 'Гость', 'Дон Ган', 'Гость', 'Гость']","['Адик', 'Гость']",Стимул,Мортал
801,мафия,"['Хьюстон', 'Ася', 'Sportsman', 'Гость', 'Маркиза', 'Каменских']","['Шершень', 'Персик']",Fake,Ice
802,мафия,"['Гость', 'Сталкер', 'Ice', 'Змей', 'Лайм', 'Page']","['Marsea', 'Гость']",Ириска,Tamerlan
803,город,"['Sportsman', 'Лайм', 'GoN', 'Гость', 'Игрок', 'Tamerlan']","['Коннор', 'Ириска']",Стимул,Змей
804,мафия,"['Гость', 'Сталкер', 'Лайм', 'Абдурахман', 'Tamerlan', 'Ася']","['Игрок', 'Гость']",Змей,Page
